Datetime,Product_id,Quantity,,,,,,,,,,,,,,,,,,,Order_id
5/17/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
5/18/2023,001-001-004,2,,,,,,,,,,,,,,,,,,,
5/18/2023,001-002-003,5,,,,,,,,,,,,,,,,,,,
5/18/2023,001-003-005,3,,,,,,,,,,,,,,,,,,,
5/18/2023,001-001-001,1,,,,,,,,,,,,,,,,,,,
5/18/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
5/19/2023,001-002-001,6,,,,,,,,,,,,,,,,,,,
5/19/2023,001-003-004,5,,,,,,,,,,,,,,,,,,,
5/19/2023,001-001-002,26,,,,,,,,,,,,,,,,,,,
5/19/2023,001-002-003,15,,,,,,,,,,,,,,,,,,,
5/19/2023,001-003-006,18,,,,,,,,,,,,,,,,,,,
5/20/2023,001-002-004,9,,,,,,,,,,,,,,,,,,,
5/20/2023,001-001-003,15,,,,,,,,,,,,,,,,,,,
5/20/2023,001-003-003,32,,,,,,,,,,,,,,,,,,,
5/20/2023,001-003-001,23,,,,,,,,,,,,,,,,,,,
5/20/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
5/20/2023,001-002-004,16,,,,,,,,,,,,,,,,,,,
5/20/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
5/22/2023,001-003-002,8,,,,,,,,,,,,,,,,,,,
5/22/2023,001-002-002,3,,,,,,,,,,,,,,,,,,,
5/22/2023,001-003-004,4,,,,,,,,,,,,,,,,,,,
5/22/2023,001-002-003,5,,,,,,,,,,,,,,,,,,,
5/22/2023,001-003-001,13,,,,,,,,,,,,,,,,,,,
5/22/2023,001-003-006,8,,,,,,,,,,,,,,,,,,,
5/23/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
5/23/2023,001-002-001,15,,,,,,,,,,,,,,,,,,,
5/23/2023,001-002-004,13,,,,,,,,,,,,,,,,,,,
5/23/2023,001-003-002,12,,,,,,,,,,,,,,,,,,,
5/23/2023,001-001-003,1,,,,,,,,,,,,,,,,,,,
5/23/2023,001-003-004,24,,,,,,,,,,,,,,,,,,,
5/24/2023,001-002-003,15,,,,,,,,,,,,,,,,,,,
5/24/2023,001-003-005,2,,,,,,,,,,,,,,,,,,,
5/24/2023,001-001-001,8,,,,,,,,,,,,,,,,,,,
5/24/2023,001-003-002,11,,,,,,,,,,,,,,,,,,,
5/24/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
5/24/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
5/25/2023,001-002-004,1,,,,,,,,,,,,,,,,,,,
5/25/2023,001-002-001,5,,,,,,,,,,,,,,,,,,,
5/25/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
5/25/2023,001-003-004,29,,,,,,,,,,,,,,,,,,,
5/25/2023,001-002-003,23,,,,,,,,,,,,,,,,,,,
5/26/2023,001-001-002,10,,,,,,,,,,,,,,,,,,,
5/26/2023,001-003-006,5,,,,,,,,,,,,,,,,,,,
5/26/2023,001-001-004,11,,,,,,,,,,,,,,,,,,,
5/26/2023,001-003-002,25,,,,,,,,,,,,,,,,,,,
5/26/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
5/26/2023,001-003-006,13,,,,,,,,,,,,,,,,,,,
5/27/2023,001-003-001,2,,,,,,,,,,,,,,,,,,,
5/27/2023,001-003-004,4,,,,,,,,,,,,,,,,,,,
5/27/2023,001-001-002,9,,,,,,,,,,,,,,,,,,,
5/27/2023,001-003-005,16,,,,,,,,,,,,,,,,,,,
5/27/2023,001-002-002,1,,,,,,,,,,,,,,,,,,,
5/27/2023,001-001-003,37,,,,,,,,,,,,,,,,,,,
5/27/2023,001-003-002,10,,,,,,,,,,,,,,,,,,,
5/29/2023,001-003-003,5,,,,,,,,,,,,,,,,,,,
5/29/2023,001-002-004,3,,,,,,,,,,,,,,,,,,,
5/29/2023,001-003-004,4,,,,,,,,,,,,,,,,,,,
5/29/2023,001-001-004,4,,,,,,,,,,,,,,,,,,,
5/29/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
5/29/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
5/29/2023,001-001-001,2,,,,,,,,,,,,,,,,,,,
5/30/2023,001-003-005,5,,,,,,,,,,,,,,,,,,,
5/30/2023,001-003-006,13,,,,,,,,,,,,,,,,,,,
5/30/2023,001-002-001,10,,,,,,,,,,,,,,,,,,,
5/30/2023,001-002-004,6,,,,,,,,,,,,,,,,,,,
5/30/2023,001-002-002,12,,,,,,,,,,,,,,,,,,,
5/30/2023,001-003-003,32,,,,,,,,,,,,,,,,,,,
5/31/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
5/31/2023,001-001-003,7,,,,,,,,,,,,,,,,,,,
5/31/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
5/31/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
5/31/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
